Food name,Measure,Weight ,Energy,Energy.1,Protein,Carbohydrate,Total Sugar,Total Fat,Saturated Fat,Monounsaturated Fat,Polyunsaturated Fat,Cholesterol,Calcium,Iron,Sodium,Potassium,Magnesium,Phosphorus,Vitamin A,Lycopene,Folate,DHA,EPA,Vitamin D,Vitamin B12,Vitamin E,Trans Fat,Vitamin C,Dietary Folate Equivalents,Thiamin,Riboflavin,Niacin,Beta carotene,Caffeine,Alcohol,Total Daietary Fibre,Total Dietary Fibre,Folate ,Trans fats,Monounsaturated fat,Polyunsaturated fat,Protei, Folate
"Nuts, macadamia, roasted, salted",60mL,34,243.0,1017.0,3,4,1,26,4.1,20.1,0.5,,24,0.9,90,123.0,40,67,,,,,,,0.0,0.2,,,,,,,,,,2.7,,3.0,,,,,
"Pecans, dried",60mL,25,173.0,726.0,2,3,1,18,1.6,10.2,5.4,,18,0.6,0,103.0,30,70,,,,,,,0.0,0.4,,,,,,,,,,2.4,,6.0,,,,,
"Pine nuts, pignolia, dried",60mL,34,230.0,963.0,5,4,1,23,1.7,6.4,11.7,,5,1.9,1,204.0,86,197,,,,,,,0.0,3.2,,,,,,,,,,1.3,,12.0,,,,,
"Pistachios, shelled, roasted, salted",60mL,31,177.0,741.0,7,8,2,14,1.7,7.6,4.3,,34,1.3,126,325.0,37,151,,,,,,,0.0,0.6,,,,,,,,,,3.2,,16.0,,,,,
"Walnuts, dried",60mL,25,166.0,694.0,4,3,1,17,1.6,2.3,12.0,,25,0.7,1,112.0,40,88,,,,,,,0.0,0.2,,,,,,,,,,1.7,,25.0,,,,,
Almond butter,30mL,32,205.0,858.0,5,7,,19,1.8,12.4,4.0,,88,1.2,4,246.0,98,170,,,,,,,0.0,,,,,,,,,,,1.2,,21.0,,,,,
Cashew butter,30mL,32,190.0,796.0,6,9,,16,3.2,9.4,2.7,,14,1.6,5,177.0,84,148,,,,,,,0.0,0.5,,,,,,,,,,0.6,,22.0,,,,,
"Sesame butter, tahini",30mL,30,181.0,757.0,5,6,tr,16,2.3,6.2,7.2,,130,2.7,35,126.0,29,223,,,,,,,0.0,0.1,,,,,,,,,,2.8,,30.0,,,,,
"Flaxseeds, whole and ground",15mL,11,56.0,235.0,2,3,tr,4,0.4,0.8,3.2,,36,0.5,3,89.0,39,53,,,,,,,0.0,tr,,,,,,,,,,3.0,,30.0,,,,,
"Pumpkin and squash seeds, kernels, dried",60mL,35,189.0,792.0,9,6,tr,16,3.0,5.0,7.3,,15,5.2,6,282.0,187,411,,,,,,,0.0,,,,,,,,,,,1.4,,20.0,,,,,
"Sunflower seed kernels, roasted, salted",60mL,32,189.0,790.0,6,8,1,16,1.7,3.1,10.7,,23,1.2,133,276.0,42,375,,,,,,,0.0,8.5,,,,,,,,,,2.9,,77.0,,,,,
Brown sugar,5mL,5,18.0,73.0,0,5,4,0,0,,,0,4,0.1,2,16.0,1,1,0,,,,,,0.0,,,0,,,,,,0,,,0,,,,,,
Honey,5mL,7,22.0,91.0,tr,6,6,0,0,,,0,tr,tr,tr,4.0,tr,tr,0,,,,,,0.0,,,tr,,,,,,0,,,tr,,,,,,
Icing sugar (powdered),5mL,3,10.0,41.0,0,2,2,tr,0,,,0,tr,tr,tr,0.0,0,0,0,,,,,,0.0,,,0,,,,,,0,,,0,,,,,,
"Sugar substitute, aspartame (EqualTM)",1 packet,1,4.0,15.0,tr,1,1,0,0,,,0,0,0,0,0.0,0,0,0,,,,,,0.0,,,0,,,,,,0,,,0,,,,,,
"Sugar substitute, sucralose (SplendaTM)",5mL,1,2.0,7.0,0,tr,tr,0,0,,,0,0,0,0,0.0,0,0,0,,,,,,0.0,,,0,,,,,,0,,,0,,,,,,
White sugar (granulated),5mL,4,16.0,68.0,0,4,4,0,0,,,0,tr,0,0,0.0,0,0,0,,,,,,0.0,,,0,,,,,,0,,,0,,,,,,
"Chocolate syrup, thin type",15mL,20,110.0,461.0,1,26,20,tr,0.2,,,0,6,0.8,28,89.0,26,51,tr,,,,,,0.0,,,tr,,,,,,6,,,1.0,,,,,,
Corn syrup,15mL,21,59.0,249.0,0,16,6,0,0,,,0,4,0.1,32,9.0,2,2,0,,,,,,0.0,,,0,,,,,,0,,,0,,,,,,
Maple syrup,15mL,20,55.0,230.0,0,14,12,tr,tr,,,0,22,0.2,2,46.0,4,tr,0,,,,,,0.0,,,0,,,,,,0,,,0,,,,,,
Molasses,15mL,21,62.0,257.0,0,16,12,tr,tr,,,0,44,1.0,8,311.0,51,7,0,,,,,,0.0,,,0,,,,,,0,,,0,,,,,,
Pancake syrup,15mL,20,47.0,195.0,0,12,7,0,0,,,0,1,tr,16,3.0,tr,2,0,,,,,,0.0,,,0,,,,,,0,,,0.1,,,,,,
Double fruit jam type spread,15mL,19,42.0,177.0,tr,10,9,tr,0,,,0,2,0.1,6,,,,,,,,,,,,,tr,,,,,,,,,0.5,,,,,,
"Double fruit jam type spread, reduced sugar",15mL,17,23.0,95.0,tr,5,5,tr,0,,,0,3,0.1,3,,,,,,,,,,,,,tr,,,,,,,,,0.4,,,,,,
Jams and preserves,15mL,20,56.0,234.0,tr,14,10,tr,tr,,,0,4,0.1,6,16.0,1,4,tr,,,,,,0.0,,,2,,,,,,0,,,0.2,,,,,,
Jelly,15mL,21,56.0,235.0,tr,15,11,tr,tr,,,0,1,tr,6,11.0,1,1,0,,,,,,0.0,,,tr,,,,,,0,,,0.2,,,,,,
Marmalade,15mL,20,50.0,207.0,tr,13,12,0,0,,,0,8,tr,11,7.0,tr,1,1,,,,,,0.0,,,1,,,,,,0,,,0.1,,,,,,
"Chocolate topping, fudge-type",30mL,39,135.0,564.0,2,24,13,3,1.5,,,1,39,0.6,133,174.0,25,65,2,,,,,,0.11,,,tr,,,,,,3,,,1.1,,,,,,
"Pie filling, cherry, canned",30mL,25,29.0,121.0,tr,7,,tr,tr,,,0,3,0.1,5,26.0,2,4,3,,,,,,0.0,,,1,,,,,,0,,,0.2,,,,,,
"Spread, chocolate hazelnut (NutellaTM)",30mL,38,36.0,152.0,tr,4,4,2,0.4,,,0,7,0.3,3,27.0,4,10,tr,,,,,,0.02,,,0,,,,,,tr,,,0.4,,,,,,
"Topping or spread, butterscotch",30mL,42,105.0,438.0,1,27,,tr,tr,,,tr,22,0.1,145,35.0,3,20,11,,,,,,0.04,,,tr,,,,,,0,,,0.4,,,,,,
"Topping, strawberry",30mL,43,110.0,458.0,tr,29,12,tr,tr,,,0,3,0.1,9,22.0,2,2,tr,,,,,,0.0,,,6,,,,,,0,,,0.3,,,,,,
Butterscotch,1 piece,5,21.0,87.0,tr,5,4,tr,0.1,,,tr,tr,tr,21,0.0,tr,tr,1,,,,,,0.0,,,0,,,,,,0,,,0,,,,,,
"Candy, chocolate covered, sweetened with sorbitol", 1 piece,5,29.0,120.0,1,2,1,2,1.1,,,1,15,0.1,5,30.0,5,17,3,,,,,,0.04,,,tr,,,,,,tr,,,0.2,,,,,,
Caramel,4,40,154.0,646.0,2,31,26,3,2.7,,,3,56,0.1,99,86.0,7,46,tr,,,,,,0.0,,,tr,,,,,,0,,,0.5,,,,,,
Chewing gum,1 stick,3,7.0,31.0,0,2,2,tr,tr,,,0,0,0,tr,0.0,0,0,0,,,,,,0.0,,,0,,,,,,0,,,0.1,,,,,,
"Chewing gum, sugarless",1 stick,2,5.0,22.0,0,2,0,tr,tr,,,0,tr,0,tr,0.0,0,0,0,,,,,,0.0,,,0,,,,,,0,,,tr,,,,,,
Fruit leather,1 roll,14,52.0,217.0,tr,12,7,tr,0.1,,,0,4,0.1,44,41.0,3,4,1,,,,,,0.0,,,17,,,,,,0,,,0.5,,,,,,
"Fudge, chocolate, homemade",1 piece,17,70.0,292.0,tr,13,13,2,1.0,,,2,8,0.3,8,22.0,6,12,7,,,,,,0.02,,,0,,,,,,1,,,0.3,,,,,,
"Fudge, vanilla, homemade",1 piece,22,84.0,353.0,tr,18,18,1,0.6,,,3,7,tr,11,10.0,1,6,10,,,,,,0.02,,,0,,,,,,0,,,0,,,,,,
Gumdrops,10 gumdrops,36,143.0,596.0,0,36,21,0,0,,,0,1,0.1,16,2.0,tr,tr,0,,,,,,0.0,,,0,,,,,,0,,,tr,,,,,,
Hard candy,1,6,24.0,99.0,0,6,4,tr,0,,,0,tr,tr,2,0.0,tr,tr,0,,,,,,0.0,,,0,,,,,,0,,,0,,,,,,
"Hard candy, reduced sugar",1,3,11.0,47.0,0,3,3,0,0,,,0,0,0,0,0.0,0,0,0,,,,,,0.0,,,0,,,,,,0,,,0,,,,,,
Jellybeans,10 beans,28,105.0,439.0,0,26,20,tr,0,,,0,1,tr,14,10.0,1,1,0,,,,,,0.0,,,0,,,,,,0,,,0.1,,,,,,
"Licorice, strawberry (TwizzlersTM)",3 strips,38,132.0,553.0,1,30,15,1,0,,,0,0,0.2,108,,,,0,,,,,,0.0,,,0,,,,,,0,,,0,,,,,,
Marshmallows,1,7,23.0,96.0,tr,6,4,tr,tr,,,0,tr,tr,6,0.0,tr,1,0,,,,,,0.0,,,0,,,,,,0,,,tr,,,,,,
Sesame crunch,4 pieces,35,181.0,757.0,4,18,11,12,1.6,,,0,229,1.5,58,113.0,88,148,0,,,,,,0.0,,,tr,,,,,,0,,,2.8,,,,,,
SkittlesTM,10 candies,11,43.0,181.0,tr,10,8,tr,0.1,,,0,0,tr,2,1.0,tr,tr,0,,,,,,0.0,,,7,,,,,,0,,,0,,,,,,
Toffee,1 piece,12,67.0,281.0,tr,8,8,4,2.5,,,12,4,tr,16,6.0,tr,4,38,,,,,,0.01,,,tr,,,,,,0,,,0,,,,,,
"Almonds, chocolate covered",10,32,180.0,752.0,4,15,12,12,4.8,,,4,64,0.8,16,,,,0,,,,,,,,,0,,,,,,,,,1.4,,,,,,
"Caramel coated cookies, chocolate covered (TwixTM)",1 package,58,289.0,1210.0,3,38,28,14,5.2,,,3,52,0.5,112,110.0,19,63,13,,,,,,0.17,,,tr,,,,,,2,,,0.6,,,,,,
"Caramel with nuts, chocolate covered (TurtlesTM)",2,28,132.0,550.0,3,17,12,6,1.3,,,0,22,0.5,7,125.0,23,46,12,,,,,,0.0,,,tr,,,,,,5,,,1.2,,,,,,
"Caramel, chocolate covered (RoloTM, CaramilkTM)",1 bar,52,246.0,1031.0,3,35,33,11,7.5,,,6,75,0.2,98,98.0,0,37,18,,,,,,0.14,,,tr,,,,,,2,,,0.5,,,,,,
"Chocolate covered wafer (Kit KatTM, Coffee CrispTM)",1 bar,42,218.0,910.0,3,27,20,11,7.5,,,5,53,0.4,23,97.0,16,57,10,,,,,,0.24,,,0,,,,,,6,,,0.4,,,,,,
"Chocolate malt-nougat and caramel, chocolate covered (MarsTM)",1 bar,58,245.0,1026.0,3,42,35,9,4.5,,,8,75,0.4,139,140.0,20,84,10,,,,,,0.19,,,1,,,,,,5,,,1.0,,,,,,
"Chocolate, candy coated (M&M'STM , SmartiesTM)",1 package,142,713.0,2985.0,7,97,89,33,20.5,,,21,165,1.7,97,416.0,65,236,55,,,,,,0.41,,,1,,,,,,,,,3.8,,,,,,
"Chocolate, semisweet, bars or chips",60mL,43,204.0,853.0,2,27,23,13,7.6,,,0,14,1.3,5,156.0,49,56,0,,,,,,0.0,,,0,,,,,,26,,,2.5,,,,,,
"Coconut candy, chocolate covered (BountyTM, Almond JoyTM)",1 bar,49,235.0,981.0,2,29,24,13,8.6,,,2,31,0.6,70,124.0,,55,,,,,,,,,,tr,,,,,,,,,2.5,,,,,,
"Fondant, chocolate covered (After EightTM)",2 pieces,16,59.0,246.0,tr,13,11,2,1.3,,,0,4,0.3,2,,,,tr,,,,,,,,,0,,,,,,,,,0.3,,,,,,
"Fudge, caramel and nuts, chocolate covered (Oh Henry!TM)",1 bar,63,289.0,1208.0,5,41,31,14,4.2,,,6,51,0.4,144,203.0,32,88,6,,,,,,0.13,,,tr,,,,,,3,,,1.3,,,,,,
Milk chocolate and crisped rice (Nestle CrunchTM),1 bar,40,209.0,873.0,2,26,22,11,6.1,,,5,68,0.2,53,138.0,23,81,8,,,,,,0.15,,,tr,,,,,,10,,,1.0,,,,,,
"Milk chocolate, bars or chips",1 bar,50,268.0,1119.0,4,30,26,15,7.1,,,12,95,1.2,40,186.0,32,104,25,,,,,,0.31,,,0,,,,,,10,,,1.7,,,,,,
Peanut butter cups (Reese'sTM),3 cups,51,263.0,1099.0,5,28,24,16,5.5,,,3,40,0.6,160,175.0,32,82,9,,,,,,0.29,,,tr,,,,,,9,,,1.8,,,,,,
"Peanuts, chocolate covered",10,40,208.0,868.0,5,20,15,13,5.8,,,4,42,0.5,16,201.0,38,85,14,,,,,,0.18,,,0,,,,,,9,,,1.9,,,,,,
"Raisins, chocolate covered (GlosetteTM)",10 pieces,10,39.0,163.0,tr,7,6,1,0.9,,,tr,9,0.2,4,51.0,5,14,2,,,,,,0.02,,,tr,,,,,,3,,,0.4,,,,,,
"Toffee, chocolate covered (SkorTM)",1 bar,39,209.0,872.0,1,24,23,13,7.3,,,21,51,0.2,124,60.0,4,24,60,,,,,,,,,tr,,,,,,,,,0.5,,,,,,
Chocolate ice milk bar (FudgesicleTM),1,51,65.0,271.0,3,14,10,tr,0.2,,,2,81,0.5,48,,,,,,,,,,,,,1,,,,,,,,,0.9,,,,,,
"Frozen yogourt, chocolate",125mL,91,116.0,484.0,3,20,20,3,2.1,,,12,91,0.4,57,213.0,23,81,36,,,,,,0.06,,,6,,,,,,3,,,1.2,,,,,,
"Frozen yogourt, vanilla, soft serve",125mL,76,124.0,519.0,3,18,18,4,2.6,,,2,109,0.2,66,161.0,11,98,45,,,,,,0.22,,,1,,,,,,0,,,0,,,,,,
Fruit and juice bar,1,77,63.0,264.0,1,16,13,tr,0,,,0,4,0.1,3,41.0,3,5,1,,,,,,0.0,,,7,,,,,,0,,,0.8,,,,,,
"Ice cream cone, vanilla, chocolate covered, with nuts",1,78,222.0,928.0,5,23,16,14,5.4,,,25,105,0.8,54,208.0,42,117,68,,,,,,0.23,,,tr,,,,,,4,,,1.9,,,,,,
"Ice cream cone, vanilla, soft serve",1,150,266.0,1110.0,7,43,32,7,4.3,,,39,232,0.5,116,305.0,22,154,90,,,,,,0.67,,,2,,,,,,0,,,0.6,,,,,,
Ice cream sandwich,1,59,143.0,598.0,3,22,14,6,3.2,,,20,60,0.6,36,122.0,13,63,53,,,,,,0.18,,,tr,,,,,,1,,,0.9,,,,,,
"Ice cream, chocolate",125mL,70,151.0,630.0,3,20,18,8,4.7,,,24,76,0.6,53,174.0,20,75,82,,,,,,0.2,,,tr,,,,,,2,,,0.8,,,,,,
"Ice cream, dairy free",125mL,87,237.0,990.0,4,21,tr,16,2.0,,,0,36,1.2,216,64.0,19,59,tr,,,,,,0.0,,,tr,,,,,,0,,,0.8,,,,,,
"Ice cream, strawberry",125mL,70,134.0,560.0,2,19,,6,3.6,,,20,84,0.1,42,131.0,10,70,67,,,,,,0.21,,,5,,,,,,0,,,0.6,,,,,,
"Ice cream, vanilla, low fat",125mL,93,117.0,490.0,5,20,10,2,1.5,,,11,146,0.1,65,205.0,13,113,27,,,,,,0.46,,,1,,,,,,0,,,0,,,,,,
"Ice cream, vanilla, low fat, aspartame sweetened",125mL,69,106.0,445.0,3,15,4,5,2.8,,,19,93,0.1,66,135.0,6,52,1,,,,,,0.36,,,1,,,,,,0,,,0.5,,,,,,
"Ice cream, vanilla, premium",125mL,113,282.0,1177.0,4,25,23,18,11.7,,,104,132,0.4,69,178.0,12,119,206,,,,,,0.44,,,0,,,,,,0,,,0,,,,,,
"Ice cream, vanilla, regular",125mL,76,153.0,640.0,3,18,16,8,5.2,,,33,97,0.1,61,151.0,11,80,90,,,,,,0.3,,,tr,,,,,,0,,,0.5,,,,,,
Popsicles,1,75,54.0,226.0,0,14,10,0,0,,,0,0,0,9,3.0,1,0,0,,,,,,0.0,,,0,,,,,,0,,,0,,,,,,
"Sherbet, orange",125mL,78,113.0,471.0,1,24,19,2,0.9,,,0,42,0.1,36,75.0,6,31,8,,,,,,0.09,,,5,,,,,,0,,,2.6,,,,,,
"Soft serve ice cream with OreoTM cookies (BlizzardTM, McFlurryTM)",1 small,275,575.0,2404.0,13,89,68,20,10.5,,,63,386,4.7,368,564.0,52,279,148,,,,,,1.12,,,3,,,,,,5,,,1.9,,,,,,
"Chocolate mousse, homemade",125mL,213,480.0,2008.0,9,34,32,34,19.5,,,299,205,1.2,81,305.0,43,250,299,,,,,,1.0,,,tr,,,,,,15,,,1.3,,,,,,
"Gelatin dessert, calorie-reduced, prepared (JelloTM)",125mL,124,25.0,104.0,1,5,0,0,0,,,0,4,tr,59,1.0,1,84,0,,,,,,0.0,,,0,,,,,,0,,,0,,,,,,
"Gelatin dessert, prepared (JelloTM)",125mL,143,88.0,369.0,2,20,19,0,0,,,0,4,tr,107,1.0,1,31,0,,,,,,0.0,,,0,,,,,,0,,,0,,,,,,
Burrito with beans and cheese,1,93,189.0,790.0,,27,,6,3.4,,,14,107,1.1,583,248.0,40.0,90,49.0,,,,,,0.45,,,1,,,,,,,,,3.8,,,,,8.0,52.0
"Burrito with beef, cheese and chilli",1,152,316.0,1322.0,,32,,12,5.2,,,85,111,3.9,1046,333.0,35.0,158,99.0,,,,,,1.03,,,2,,,,,,,,,2.2,,,,,20.0,99.0
Nachos with cheese,15-20 nachos,113,346.0,1446.0,,36,,19,7.8,,,18,272,1.3,816,172.0,55.0,276,,,,,,,0.82,,,1,,,,,,,,,4.1,,,,,9.0,
Quesadilla with meat,1,184,627.0,2622.0,,40,tr,38,17.3,,,95,442,3.9,1265,319.0,44.0,457,167.0,,,,,,1.03,,,6,,,,,,,,,2.5,,,,,31.0,104.0
Taco salad,250mL,129,193.0,807.0,,13,2,11,4.1,,,35,92,1.3,452,275.0,29.0,138,40.0,,,,,,0.58,,,4,,,,,,,,,2.0,,,,,12.0,18.0
"Taco with beef, cheese, salsa + vegetables",1,78,168.0,704.0,,12,,9,5.2,,,26,101,1.1,366,216.0,32.0,93,,,,,,,0.48,,,1,,,,,,,,,,,,,,9.0,45.0
Club sandwich,1,246,558.0,2335.0,,47,5,26,5.8,,,76,152,4.5,1152,480.0,47.0,347,43.0,,,,,,0.48,,,6,,,,,,,,,2.8,,,,,32.0,163.0
Hot chicken sandwich,1,284,388.0,1621.0,,31,2,10,3.0,,,89,109,4.7,1344,519.0,43.0,327,0.0,,,,,,0.54,,,0,,,,,,,,,1.7,,,,,40.0,96.0
"Sandwich, egg salad",1,157,479.0,2003.0,,27,3,35,6.6,,,335,119,2.9,693,155.0,19.0,187,153.0,,,,,,0.92,,,0,,,,,,,,,1.2,,,,,14.0,121.0
"Sandwich, ham",1,121,260.0,1089.0,,28,2,10,2.6,,,32,92,2.5,1132,229.0,25.0,139,49.0,,,,,,0.24,,,3,,,,,,,,,2.1,,,,,13.0,93.0
"Sandwich, roast beef, plain",1,139,346.0,1447.0,,33,,14,3.6,,,51,54,4.2,792,316.0,31.0,239,11.0,,,,,,1.22,,,2,,,,,,,,,2.5,,,,,22.0,69.0
"Sandwich, salmon salad",1,162,340.0,1422.0,,33,5,16,2.9,,,27,222,2.5,818,271.0,31.0,257,27.0,,,,,,2.45,,,1,,,,,,,,,1.7,,,,,16.0,105.0
"Sandwich, tuna salad",1,162,371.0,1552.0,,33,5,18,2.9,,,15,93,2.9,745,220.0,32.0,233,30.0,,,,,,1.25,,,1,,,,,,,,,1.7,,,,,20.0,97.0
Caesar salad,250mL,228,335.0,1401.0,,12,3,29,3.7,,,54,141,2.4,644,496.0,33.0,146,498.0,,,,,,0.42,,,42,,,,,,,,,3.7,,,,,9.0,245.0
Caesar salad with chicken,500mL,327,491.0,2055.0,,12,3,31,4.3,,,137,147,2.9,718,890.0,61.0,146,504.0,,,,,,0.76,,,42,,,,,,,,,3.7,,,,,41.0,249.0
Garden Salad,250mL,77,47.0,198.0,,4,3,4,0.6,,,0,13,0.3,216,135.0,6.0,16,48.0,,,,,,0,,,4,,,,,,,,,0.9,,,,,1.0,15.0
Greek Salad,250mL,111,139.0,580.0,,4,2,13,3.9,,,19,121,0.6,315,130.0,12.0,85,43.0,,,,,,0.36,,,11,,,,,,,,,1.1,,,,,4.0,20.0
Pasta salad with vegetables,250mL,187,245.0,1001.0,,33,5,10,1.6,,,0,27,1.8,1273,173.0,25.0,69,98.0,,,,,,0,,,10,,,,,,,,,2.2,,,,,5.0,129.0
Lasagna with meat (7.5cm x 9cm),1 piece,232,364.0,1523.0,,37,6,14,7.4,,,50,251,3.2,623,428.0,46.0,280,83.0,,,,,,0.65,,,11,,,,,,,,,2.4,,,,,22.0,99.0
"Lasagna, vegetarian (7.5cm x 9cm)",1 piece,256,355.0,1485.0,,46,7,11,6.6,,,38,304,3.2,737,423.0,49.0,290,102.0,,,,,,0.21,,,13,,,,,,,,,2.9,,,,,19.0,119.0
Macaroni and cheese (Kraft DinnerTM),250mL,202,395.0,1653.0,,49,6,17,4.1,,,9,158,2.2,784,162.0,36.0,194,165.0,,,,,,0.22,,,tr,,,,,,,,,2.0,,,,,11.0,191.0
Macaroni casserole with beef and tomato soup,250mL,263,319.0,1334.0,,32,6,10,4.0,,,52,31,3.5,376,399.0,40.0,186,14.0,,,,,,1.30,,,2,,,,,,,,,1.9,,,,,23.0,112.0
Spaghetti with cream sauce,250mL,211,250.0,1047.0,,47,4,2,0.9,,,5,81,2.2,111,140.0,34.0,140,33.0,,,,,,0.22,,,tr,,,,,,,,,1.9,,,,,9.0,192.0
Spaghetti with meat sauce,250mL,262,401.0,1678.0,,50,9,14,4.5,,,56,101,4.7,1008,761.0,60.0,216,68.0,,,,,,0.89,,,13,,,,,,,,,4.9,,,,,19.0,162.0
"Beef pot pie, commercial, individual",1 serving,227,638.0,2667.0,,57,,38,11.4,,,41,45,2.3,1203,293.0,,109,279.0,,,,,,,,,0,,,,,,,,,2.0,,,,,18.0,88.0
Beef stew,250mL,259,168.0,701.0,,14,3,4,1.6,,,39,29,2.2,604,496.0,33.0,183,132.0,,,,,,1.52,,,9,,,,,,,,,1.8,,,,,18.0,26.0
Butter chicken,250mL,258,368.0,1538.0,,13,4,23,9.9,,,116,125,2.4,740,669.0,54.0,307,147.0,,,,,,0.44,,,11,,,,,,,,,1.5,,,,,28.0,15.0
Chicken fajita,1 fajita,223,350.0,1462.0,,50,3,8,2.1,,,33,52,3.4,540,405.0,41.0,183,28.0,,,,,,0.09,,,26,,,,,,,,,4.1,,,,,19.0,153.0
"Chicken pot pie, commercial, individual",1 serving,227,494.0,2065.0,,37,3,29,9.5,,,62,59,3.0,347,349.0,34.0,195,222.0,,,,,,0.20,,,9,,,,,,,,,3.1,,,,,21.0,102.0
Pad Tha�,250ml,171,220.0,920.0,,26,4,6,0.9,,,68,26,0.9,344,258.0,30.0,56,36.0,,,,,,0.23,,,5,,,,,,,,,1.5,,,,,15.0,24.0
Poutine,250mL,165,380.0,1587.0,,25,1,26,9.9,,,40,282,1.4,755,387.0,26.0,261,97.0,,,,,,0.38,,,7,,,,,,,,,1.9,,,,,13.0,16.0
"Samosa, vegetarian",2,100,306.0,1280.0,,32,1,18,5.6,,,8,33,1.8,795,178.0,17.0,70,36.0,,,,,,0.06,,,3,,,,,,,,,2.1,,,,,5.0,68.0
Shepherd's pie,250mL,257,389.0,1628.0,,40,5,17,5.0,,,41,52,1.9,584,766.0,54.0,213,94.0,,,,,,1.23,,,14,,,,,,,,,3.1,,,,,17.0,42.0
Stir fry with beef,250mL,229,290.0,1213.0,,20,11,14,2.3,,,46,45,2.7,888,534.0,37.0,211,30.0,,,,,,1.77,,,69,,,,,,,,,2.2,,,,,22.0,43.0
Stir fry with chicken,250mL,171,255.0,1067.0,,8,2,17,4.0,,,63,27,1.3,552,387.0,25.0,165,109.0,,,,,,0.19,,,22,,,,,,,,,1.5,,,,,18.0,16.0
Stir fry with tofu,250mL,171,183.0,767.0,,10,3,10,1.1,,,tr,142,1.8,493,326.0,36.0,141,72.0,,,,,,0.02,,,20,,,,,,,,,1.4,,,,,14.0,22.0
Sushi with fish,4,104,164.0,684.0,,35,7,tr,0.1,,,3,20,0.5,666,142.0,21.0,66,52.0,,,,,,0.11,,,2,,,,,,,,,0.8,,,,,5.0,15.0
"Sushi with vegetables, no fish",4,104,122.0,510.0,,27,5,tr,0.1,,,0,13,0.2,100,60.0,13.0,38,16.0,,,,,,tr,,,2,,,,,,,,,0.5,,,,,2.0,7.0
Sweet and sour meatballs,6,258,472.0,2322.0,,33,19,26,10.6,,,95,76,3.3,931,409.0,37.0,243,33.0,,,,,,2.60,,,1,,,,,,,,,0.7,,,,,26.0,34.0
"Tourtiere, homemade (20cm diam)",  1/6 ,113,307.0,1283.0,,23,1,17,6.4,,,47,28,1.9,352,273.0,22.0,157,1.0,,,,,,0.30,,,1,,,,,,,,,1.2,,,,,15.0,59.0
Air-popped,250mL,8,32.0,135.0,1,7,tr,tr,tr,,,0,1,0.2,tr,25.0,11,25,1,,2,,,,0,,,0,,,,,,,,,1.3,,,,,,
Caramel-coated,250mL,37,160.0,670.0,1,29,20,5,1.3,,,2,16,0.6,77,41.0,13,31,1,,2,,,,tr,,,0,,,,,,,,,1.9,,,,,,
"Microwave, low fat and reduced salt",250mL,8,34.0,144.0,1,6,tr,1,0.1,,,0,1,0.2,39,19.0,12,21,tr,,1,,,,0,,,0,,,,,,,,,1.1,,,,,,
"Oil-popped, regular and microwaved",250mL,12,58.0,243.0,1,7,tr,3,0.6,,,0,1,0.3,103,26.0,13,29,1,,2,,,,0,,,tr,,,,,,,,,1.2,,,,,,
"Corn-based puffs or twists, cheese (CheesiesTM)",250mL,37,205.0,857.0,3,20,1,13,2.4,,,1,21,0.9,388,61.0,7,40,2,,67,,,,0.05,,,tr,,,,,,,,,0.4,,,,,,
"Potato chips made from dried potatoes, plain (PringlesTM)",17 chips,28,156.0,654.0,2,14,1,11,2.6,,,0,7,0.4,184,282.0,16,44,0,,2,,,,0,,,2,,,,,,,,,1.0,,,,,,
"Potato chips, baked, plain",1 small bag,43,202.0,843.0,2,31,2,8,1.1,,,0,54,0.3,394,310.0,18,118,0,,0,,,,0,,,0,,,,,,,,,2.1,,,,,,
"Potato chips, flavoured",1 small bag,43,211.0,883.0,3,23,,14,3.5,,,0,22,0.8,323,542.0,32,80,5,,36,,,,0,,,15,,,,,,,,,1.9,,,,,,
"Potato chips, plain",1 small bag,43,230.0,964.0,3,21,tr,15,1.8,,,0,9,0.7,229,571.0,30,65,0,,20,,,,0,,,25,,,,,,,,,1.6,,,,,,
"Tortilla chips, nacho flavoured (DoritosTM)",1 small bag,50,249.0,1042.0,4,31,2,13,2.5,,,2,74,0.7,354,108.0,41,122,12,,7,,,,0,,,1,,,,,,,,,2.7,,,,,,
"Tortilla chips, plain",26 small,47,234.0,980.0,3,29,tr,12,2.3,,,0,72,0.7,247,92.0,41,96,2,,5,,,,0,,,0,,,,,,,,,3.0,,,,,,
Banana chips,10 chips,14,73.0,304.0,tr,8,5,5,4.1,,,0,3,0.2,1,75.0,11,8,1,,2,,,,0,,,1,,,,,,,,,1.1,,,,,,
Beef jerky (22cm long),1 stick,20,81.0,340.0,7,2,2,5,2.1,,,10,4,1.1,438,118.0,10,81,0,,27,,,,0.20,,,0,,,,,,,,,0.4,,,,,,
Beer nuts,10 nuts,34,186.0,779.0,8,10,5,14,2.0,,,0,26,0.6,2,203.0,54,152,0,,37,,,,0,,,tr,,,,,,,,,2.2,,,,,,
Bits and bites snack bites (Bits & BitesTM),125mL,31,132.0,554.0,4,21,3,4,1.0,,,1,18,2.6,263,92.0,24,71,2,,37,,,,0.03,,,tr,,,,,,,,,1.9,,,,,,
